Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1114,0,3,66.0,8923,1,1,3,3,4,0,12,2,2,0,2,5,6,1953,2006,1,1,13,14,2,0,3,4,1,4,4,3,1,643,6,0,365,1008,1,2,1,0,1008,0,0,1008,1,0,1,0,2,1,2,6,6,0,3,1,1953.0,3,1,240,5,5,2,0,18,0,0,0,0,3,4,1,0,4,1,8,4,11.80932691294063
1115,0,3,90.0,5400,1,1,3,3,4,0,17,2,2,0,2,5,6,1954,2000,1,1,8,8,2,0,3,2,1,4,4,3,5,415,6,0,418,833,1,0,1,0,833,0,0,833,0,0,1,0,2,1,2,4,6,0,3,5,1955.0,3,1,326,5,5,2,0,0,0,0,0,0,3,2,1,0,7,0,8,4,11.669937760751916
1116,0,3,93.0,12085,1,1,3,3,4,0,16,2,2,0,2,8,4,2007,2007,3,1,12,13,3,211,2,4,2,0,4,3,2,1004,6,0,730,1734,1,0,1,0,1734,0,0,1734,1,0,2,0,3,1,0,7,6,1,2,1,2007.0,2,3,928,5,5,2,0,0,0,0,0,0,3,4,1,0,10,1,6,5,12.669809806411454
1117,8,3,65.0,7750,1,1,3,3,4,0,8,2,2,0,7,8,4,2002,2002,3,1,12,13,2,0,2,4,2,2,4,3,2,353,6,0,55,408,1,0,1,0,779,640,0,1419,1,0,2,1,3,1,2,7,6,1,5,3,2002.0,0,2,527,5,5,2,120,0,0,0,0,0,3,4,1,0,2,3,8,4,12.123239799036947
1118,0,3,57.0,9764,1,1,0,3,2,0,19,1,2,0,2,5,6,1967,2003,1,1,12,13,2,0,3,4,1,4,4,3,1,702,6,0,192,894,1,0,1,0,894,0,0,894,1,0,1,0,3,1,2,5,6,0,3,1,1967.0,2,2,450,5,5,2,0,0,0,0,0,0,3,4,1,0,4,2,8,4,11.775297421715827
1119,8,3,85.0,13825,1,1,3,3,4,0,19,2,2,0,7,5,5,1958,1987,1,1,8,8,2,0,3,2,1,4,4,3,6,0,6,0,533,533,1,4,1,0,1021,580,0,1601,0,1,1,0,3,1,3,6,3,0,3,3,1958.0,2,1,300,5,5,2,280,34,0,0,0,0,3,4,1,0,11,2,8,4,11.849404844423075
1120,0,3,70.0,7560,1,1,3,3,4,0,12,2,2,0,2,5,4,1959,1959,1,1,3,14,2,0,3,4,1,4,4,3,3,369,6,0,671,1040,1,4,1,0,1040,0,0,1040,0,0,1,0,3,1,3,6,6,0,3,1,1959.0,2,1,286,5,5,2,140,0,252,0,0,0,3,1,1,0,6,0,8,4,11.803361242493628
1121,1,4,59.0,8263,1,1,3,0,4,1,9,2,2,0,2,6,4,1920,1950,1,1,3,3,2,0,3,4,0,4,4,3,6,0,6,0,1012,1012,1,4,1,0,1012,0,0,1012,0,0,1,0,2,1,3,6,6,1,2,5,1920.0,3,1,308,5,5,2,0,22,112,0,0,0,3,2,1,0,4,1,8,4,11.68183244734232
1122,0,3,84.0,10084,1,1,3,3,4,0,5,2,2,0,2,7,4,2005,2006,1,1,12,13,1,128,2,4,2,2,4,0,2,24,6,0,1528,1552,1,0,1,0,1552,0,0,1552,0,0,2,0,3,1,2,7,6,0,3,1,2005.0,2,3,782,5,5,2,144,20,0,0,0,0,3,4,1,0,6,0,6,5,12.268582547911404
1123,0,3,65.5,8926,1,1,0,3,0,0,7,2,2,0,2,4,2,1956,1956,1,1,0,0,2,0,3,4,1,4,4,3,6,0,6,0,672,672,1,0,1,0,960,0,0,960,0,0,1,0,3,1,3,5,6,0,3,2,1956.0,3,1,288,5,5,2,64,0,0,0,160,0,3,2,1,0,9,3,0,0,11.626263078808801
1124,0,3,50.0,9405,1,1,3,3,4,0,7,2,2,0,2,5,8,1947,2008,3,1,12,13,2,0,3,0,1,4,4,3,6,0,6,0,698,698,1,0,1,0,698,0,0,698,0,1,1,0,2,1,3,4,6,0,3,6,0.0,1,0,0,3,3,2,0,200,0,0,0,0,3,4,1,0,5,3,8,4,11.678448377988165
1125,8,3,65.0,9125,1,1,0,3,4,0,8,2,2,0,7,7,4,1992,1992,1,1,6,6,1,112,3,4,2,2,4,3,6,0,6,0,384,384,1,2,1,0,812,670,0,1482,0,0,2,1,3,1,2,7,6,1,5,1,1992.0,0,2,392,5,5,2,100,25,0,0,0,0,3,4,1,0,6,1,8,4,12.007017865994575
1126,0,3,60.0,10434,1,1,3,3,4,0,12,2,2,0,2,4,4,1955,1955,1,1,9,10,2,0,3,4,1,4,4,3,6,0,6,0,1005,1005,1,4,1,0,1005,0,0,1005,0,0,1,0,2,1,1,5,6,1,5,5,1977.0,3,2,672,1,1,2,0,0,0,0,0,0,3,4,1,0,10,3,8,4,11.652696102959752
1127,11,3,53.0,3684,1,1,3,3,4,0,0,2,2,4,2,7,4,2007,2007,3,1,12,13,1,80,2,4,2,2,4,3,6,0,6,0,1373,1373,1,0,1,0,1555,0,0,1555,0,0,2,0,2,1,2,7,6,1,5,1,2007.0,0,3,660,5,5,2,143,20,0,0,0,0,3,4,1,0,5,3,8,4,12.066816325306588
1128,0,3,182.0,14572,1,1,2,3,0,0,8,2,2,0,2,7,4,2004,2004,3,1,12,13,2,0,2,4,2,2,4,0,2,1300,6,0,230,1530,1,0,1,0,1530,0,0,1530,1,0,2,0,3,1,2,7,6,1,2,1,2004.0,0,3,630,5,5,2,144,36,0,0,0,0,3,4,1,0,10,1,8,3,12.464587201678082
1129,5,3,59.0,11796,1,1,0,3,4,0,8,2,2,0,5,7,4,2004,2005,1,1,12,13,2,0,2,4,2,2,4,0,6,0,6,0,847,847,1,0,1,0,847,1112,0,1959,0,0,2,1,4,1,2,8,6,1,2,3,2004.0,0,2,434,5,5,2,100,48,0,0,0,0,3,4,1,0,6,1,8,4,12.278397958261776
1130,10,4,60.0,7200,1,0,3,3,4,0,17,2,2,2,6,5,4,1980,1980,1,1,8,8,1,119,3,4,1,2,4,1,2,936,6,0,0,936,1,4,1,0,936,0,0,936,1,0,1,0,2,1,3,4,6,0,3,5,1980.0,3,2,672,5,5,2,49,0,0,0,0,0,3,4,1,0,7,1,8,4,11.849404844423075
1131,4,3,65.0,7804,1,1,3,3,4,0,18,2,2,0,0,4,2,1928,1950,1,1,14,10,2,0,3,4,0,4,4,3,1,622,6,0,500,1122,1,4,1,0,1328,653,0,1981,1,0,2,0,4,1,2,7,3,2,5,5,1981.0,3,2,576,5,5,2,431,44,0,0,0,0,3,2,1,0,11,3,8,4,11.813037464800539
1132,0,3,63.0,10712,1,1,3,3,4,0,11,2,2,0,2,5,4,1991,1992,1,1,6,6,2,0,3,4,2,2,4,2,1,212,6,0,762,974,1,4,1,0,974,0,0,974,0,0,1,0,3,1,3,5,6,0,3,6,0.0,1,0,0,3,3,2,0,28,0,0,0,0,3,2,1,0,8,1,7,0,11.44572741040675
1133,6,4,90.0,9900,1,1,3,3,4,0,17,2,2,0,5,6,3,1880,1950,1,1,13,14,2,0,3,4,0,4,4,2,6,0,6,0,1008,1008,2,4,1,0,1178,1032,0,2210,0,0,2,0,5,1,1,8,6,0,3,5,1930.0,3,1,205,1,5,0,0,48,0,0,0,0,3,4,1,0,4,1,8,4,11.674202123168433
1134,5,3,80.0,9828,1,1,0,3,4,0,20,2,2,0,5,8,4,1995,1995,1,1,12,13,2,0,2,4,2,2,4,3,2,584,6,0,544,1128,1,0,1,0,1142,878,0,2020,0,0,2,1,3,1,2,8,6,1,5,1,1995.0,2,2,466,5,5,2,0,155,0,0,0,0,3,4,1,0,5,3,8,4,12.386312871189736
1135,5,3,57.0,8773,1,1,0,1,4,0,8,2,2,0,5,6,4,1997,1997,1,1,12,13,2,0,3,4,2,2,4,0,6,0,6,0,916,916,1,2,1,0,916,684,0,1600,0,0,2,1,3,1,3,7,6,1,5,1,1997.0,0,2,460,5,5,2,100,38,0,0,0,0,3,4,1,0,7,1,8,4,12.037659911047466
1136,1,4,60.0,6180,1,1,3,3,0,0,3,2,2,0,2,6,4,1926,1950,1,1,13,14,2,0,3,4,0,4,4,3,6,0,6,0,960,960,1,4,0,0,986,0,0,986,0,0,1,0,2,1,3,5,6,1,2,5,1926.0,3,1,180,5,5,2,0,128,0,0,0,0,3,4,1,0,4,1,8,4,11.53273789613992
1137,4,3,80.0,9600,1,1,3,3,4,0,12,2,2,0,0,6,4,1950,1950,1,1,12,13,2,0,3,4,1,4,4,3,1,280,6,0,752,1032,1,4,1,0,1032,220,0,1252,0,0,1,0,3,1,3,6,6,0,3,1,1950.0,3,1,288,5,5,2,0,0,96,0,0,0,3,4,1,0,3,2,8,0,11.686887175419702
1138,4,3,54.0,6342,1,1,3,3,4,0,19,1,2,0,0,5,7,1875,1996,1,1,12,13,2,0,3,2,1,4,4,3,6,0,6,0,780,780,1,2,0,0,780,240,0,1020,0,0,1,0,2,1,3,6,6,0,3,6,0.0,1,0,0,3,3,0,0,0,176,0,0,0,3,4,1,0,4,4,8,4,11.451060699493427
1139,0,3,73.0,9819,1,1,0,3,4,1,11,2,2,0,2,6,4,1977,1977,1,1,9,7,2,0,3,4,2,4,4,1,0,1567,6,0,0,1567,1,4,1,0,1567,0,0,1567,1,0,2,0,2,1,2,5,6,2,5,1,1977.0,2,2,714,5,5,2,264,32,0,0,0,0,3,4,1,0,4,3,8,4,12.185875040240454
1140,1,3,98.0,8731,1,1,0,3,4,0,3,2,2,0,2,5,4,1920,1950,1,1,11,12,2,0,3,1,0,4,4,3,1,645,6,0,270,915,1,4,1,0,1167,0,0,1167,0,0,1,0,3,1,3,6,0,1,2,5,1972.0,3,2,495,5,5,2,0,0,216,0,126,0,3,4,1,0,4,1,8,4,11.87757552297847
1141,0,3,60.0,7350,1,1,3,3,0,0,12,2,2,0,2,5,6,1951,1951,1,1,6,6,2,0,3,4,1,4,4,2,0,852,6,0,100,952,1,4,1,0,952,0,0,952,1,0,1,0,2,1,3,4,6,0,3,5,1988.0,3,2,840,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2,0,0,11.842236406331557
1142,5,3,80.0,10304,1,1,0,3,1,0,14,4,2,0,5,5,6,1976,1976,1,1,9,10,1,19,3,2,1,4,4,3,0,381,6,0,399,780,1,0,1,0,1088,780,0,1868,1,0,2,1,4,1,2,9,6,1,5,1,1976.0,3,2,484,5,5,2,448,96,0,0,0,0,3,4,1,0,9,3,8,4,12.193498926601634
1143,5,3,77.0,9965,1,1,3,3,4,0,5,2,2,0,5,8,4,2006,2007,3,1,12,13,3,217,2,4,2,0,4,1,2,1150,6,0,316,1466,1,0,1,0,1466,1362,0,2828,1,0,3,0,4,1,2,11,6,1,5,3,2006.0,2,3,1052,5,5,2,125,144,0,0,0,0,3,4,1,0,3,1,6,5,12.959540872420414
1144,0,3,71.0,9000,1,1,3,3,4,0,19,2,2,0,2,5,2,1959,1959,1,1,13,10,2,0,3,4,1,4,4,3,2,288,6,0,718,1006,1,4,1,0,1006,0,0,1006,0,0,1,0,3,1,3,5,6,0,3,6,0.0,1,0,0,3,3,2,0,24,0,0,0,0,3,4,1,0,6,2,8,4,11.289794413577896
1145,14,3,60.0,12180,1,1,3,3,4,0,7,2,2,1,0,4,3,1941,1950,1,1,8,8,2,0,3,1,0,2,4,3,1,348,6,0,324,672,3,1,0,0,672,252,0,924,1,0,1,0,2,1,1,5,6,0,3,5,1941.0,3,1,280,5,5,2,0,0,0,0,0,0,3,2,1,0,6,4,8,4,11.289794413577896
1146,4,4,52.0,6240,1,1,3,3,4,0,3,2,2,0,0,5,5,1928,1950,1,1,8,8,2,0,3,4,0,4,4,3,6,0,6,0,1042,1042,1,0,1,0,1042,534,0,1576,0,0,1,0,3,1,3,8,6,1,2,5,1928.0,3,1,225,5,5,2,0,0,0,0,0,0,3,4,1,0,7,0,8,3,11.91170829631447
1147,0,3,66.5,11200,1,1,3,3,4,0,20,2,2,0,2,6,4,1985,1985,1,1,13,15,1,45,2,4,1,2,4,3,2,1258,6,0,40,1298,1,4,1,0,1298,0,0,1298,1,0,2,0,3,1,2,5,6,1,5,1,1985.0,3,2,403,5,5,2,165,26,0,0,0,0,3,4,1,0,4,0,8,4,12.100717685412473
1148,6,3,75.0,12000,1,1,3,0,4,0,6,2,2,0,5,7,6,1941,1950,1,1,8,8,2,0,3,4,1,4,4,3,5,275,6,0,429,704,1,0,1,0,860,704,0,1564,0,0,1,1,3,1,1,7,6,1,2,1,1941.0,3,1,234,5,5,2,0,0,0,0,0,0,3,4,1,0,6,3,8,4,12.069685751267226
1149,4,4,60.0,5700,1,1,3,3,4,0,17,2,2,0,0,7,6,1926,1950,1,1,13,14,2,0,3,4,2,4,4,3,6,0,6,0,572,572,1,4,1,0,572,539,0,1111,0,0,1,0,2,1,3,5,6,1,2,5,1982.0,3,1,288,5,5,2,0,0,176,0,0,0,3,4,1,0,7,2,8,4,11.669082701743505
1150,6,4,50.0,9000,1,1,3,3,4,0,17,0,2,0,5,7,8,1920,1988,3,1,12,13,2,0,3,2,2,4,4,3,0,624,6,0,26,650,1,0,1,0,832,650,0,1482,0,1,1,0,3,1,3,7,6,0,3,5,1930.0,3,2,324,5,5,2,0,0,0,0,0,0,3,4,1,0,6,3,8,4,11.870606902224589
1151,0,3,57.0,8280,1,1,0,3,4,0,12,2,2,0,2,6,4,1950,1950,1,1,3,3,2,0,3,4,1,4,4,3,6,0,6,0,932,932,1,0,1,0,932,0,0,932,0,0,1,0,2,1,2,4,6,1,2,1,1950.0,3,1,306,5,5,2,0,0,214,0,0,0,3,0,1,0,10,1,8,4,11.728044909070785
1152,0,3,134.0,17755,1,1,3,3,4,0,7,2,2,0,2,5,3,1959,1959,1,1,6,10,1,81,3,4,1,4,4,3,1,176,6,0,1290,1466,1,4,1,0,1466,0,0,1466,0,0,1,1,3,1,1,6,6,2,2,1,1959.0,0,2,528,5,5,2,0,140,0,0,100,0,3,4,1,0,10,0,8,4,11.917730355182512
1153,0,3,90.0,14115,1,1,0,3,4,0,6,2,2,0,2,6,6,1956,2004,1,1,10,11,2,0,3,4,2,4,4,3,0,296,2,547,230,1073,1,0,1,0,1811,0,0,1811,0,0,1,0,2,1,0,6,6,1,2,1,1956.0,0,2,470,5,5,2,0,0,280,0,0,0,3,4,1,0,6,0,8,0,12.345838935721968
1154,1,4,60.0,5890,1,1,3,3,0,0,9,2,2,0,2,6,7,1930,2007,1,1,13,14,2,0,2,2,0,4,4,0,0,538,6,0,278,816,1,0,1,0,816,0,0,816,0,0,1,0,2,1,3,5,6,0,3,5,2002.0,3,1,432,5,5,2,0,0,96,0,0,0,3,4,1,0,5,2,8,4,11.6994133306336
1155,5,3,73.0,13700,1,1,0,3,4,0,12,2,2,0,5,7,5,1965,1988,1,1,12,13,3,188,3,4,1,4,4,1,0,454,6,0,410,864,1,4,1,0,902,918,0,1820,0,0,1,2,4,1,2,8,6,2,2,1,1965.0,3,2,492,5,5,2,60,84,0,0,273,0,3,0,1,0,4,2,8,4,12.215037342290756
1156,0,3,90.0,10768,1,1,0,3,0,0,24,2,2,0,2,5,7,1976,2004,1,1,9,10,2,0,2,2,1,2,4,1,0,1157,6,0,280,1437,1,4,1,0,1437,0,0,1437,1,0,2,0,3,1,2,6,6,1,1,1,1976.0,2,2,528,5,5,2,0,21,0,0,180,0,3,4,1,0,6,1,8,4,12.29225492891667
1157,8,3,85.0,9350,1,1,3,3,4,0,12,2,2,0,7,5,7,1965,1999,1,1,3,3,2,0,3,2,2,4,4,1,0,633,6,0,586,1219,1,2,1,0,1265,0,0,1265,0,1,2,0,3,1,2,6,6,1,2,1,1965.0,2,2,502,5,5,2,0,92,0,96,0,0,3,2,1,0,9,2,8,4,12.100161978566868
1158,11,3,34.0,5001,1,1,0,3,4,0,16,2,2,3,2,7,4,2007,2008,1,1,12,13,3,108,2,4,2,2,4,3,2,904,6,0,410,1314,1,0,1,0,1314,0,0,1314,1,0,2,0,2,1,2,6,6,1,2,1,2008.0,2,2,626,5,5,2,172,62,0,0,0,0,3,4,1,0,6,3,8,4,12.345838935721968
1159,0,3,92.0,11932,1,1,3,3,2,0,21,1,2,0,2,8,4,2007,2008,1,1,12,13,3,123,2,4,2,2,4,3,6,0,6,0,1580,1580,1,0,1,0,1580,0,0,1580,0,0,2,0,3,1,2,7,6,0,3,1,2008.0,2,3,830,5,5,2,0,24,0,0,0,0,3,4,1,0,5,2,3,5,12.367889578686164
1160,5,3,76.0,9120,1,1,3,3,4,0,14,2,2,0,5,6,5,1974,1974,3,1,6,6,1,177,2,4,1,4,4,3,0,442,6,0,459,901,1,4,1,0,943,933,0,1876,0,0,2,1,4,1,2,8,6,1,5,1,1974.0,2,2,540,2,5,2,0,69,0,0,0,0,3,4,1,0,6,2,8,4,12.128116509451258
1161,12,3,24.0,2280,1,1,3,3,4,0,13,2,2,3,5,6,4,1978,1978,1,1,9,2,2,0,3,4,1,2,4,3,0,311,6,0,544,855,1,1,1,0,855,601,0,1456,0,0,2,1,3,1,3,7,6,1,5,1,1978.0,3,2,440,5,5,2,26,0,0,0,0,0,3,4,1,0,6,4,8,4,11.891368749982085
1162,0,3,74.0,14778,1,1,0,2,1,0,6,4,2,0,2,6,6,1954,2006,3,1,6,6,1,37,2,4,1,4,4,3,1,728,6,0,568,1296,1,0,1,0,1640,0,0,1640,1,0,1,0,3,1,2,7,6,1,2,5,1993.0,3,2,924,5,5,2,108,0,0,216,0,0,3,4,1,0,10,2,8,4,12.319405795112926
1163,0,3,109.0,8724,1,1,3,3,4,0,19,2,2,0,2,5,4,1968,1968,1,1,12,13,2,0,3,4,1,2,4,3,1,492,6,0,402,894,1,2,1,0,894,0,0,894,0,0,1,0,3,1,3,5,6,1,4,1,1968.0,0,2,450,5,5,2,0,0,0,0,0,0,3,4,1,0,4,1,8,4,11.767575435251748
1164,10,3,60.0,12900,1,1,3,3,4,0,19,1,2,2,6,4,3,1969,1969,1,1,9,10,2,0,3,4,1,2,4,0,2,1198,6,0,0,1198,1,4,1,0,1258,0,0,1258,2,0,0,2,0,2,3,6,6,0,3,4,1969.0,3,2,400,1,5,2,120,0,0,0,0,0,3,4,1,0,0,2,8,2,11.59873612138334
1165,8,3,68.0,16157,1,1,0,3,2,0,24,1,2,0,7,5,6,1978,1978,1,1,9,10,2,0,3,4,2,2,4,1,0,680,5,391,289,1360,1,0,1,0,1432,0,0,1432,1,0,1,1,2,1,2,5,6,1,5,1,1978.0,3,2,588,5,5,2,168,180,0,0,0,0,3,4,1,0,5,1,8,4,12.175618592671356
1166,0,3,79.0,9541,1,1,0,3,4,0,16,2,2,0,2,7,4,2009,2009,1,1,12,13,3,176,2,4,2,2,4,3,6,0,6,0,1502,1502,1,0,1,0,1502,0,0,1502,0,0,2,0,3,1,2,7,6,0,3,1,2009.0,2,2,644,5,5,2,0,114,0,0,0,0,3,4,1,0,8,3,6,5,12.359527368950227
1167,0,3,64.0,10475,1,1,0,3,0,0,5,2,2,0,2,8,4,2008,2008,1,1,12,13,3,37,2,4,2,2,4,0,6,0,6,0,1694,1694,1,0,1,0,1694,0,0,1694,0,0,2,0,3,1,2,7,6,0,3,1,2008.0,2,3,776,5,5,2,160,33,0,0,0,0,3,4,1,0,1,4,8,4,12.41044511731981
1168,5,3,58.0,10852,1,1,0,3,4,0,8,6,2,0,5,6,4,2000,2000,1,1,12,13,2,0,3,4,2,2,4,3,2,786,6,0,173,959,1,0,1,0,959,712,0,1671,1,0,2,1,3,1,3,7,6,1,5,1,2000.0,0,2,472,5,5,2,0,38,0,0,0,0,3,4,1,0,1,0,8,4,12.061052653810028
1169,6,3,120.0,13728,1,1,3,3,0,0,7,2,2,0,5,6,6,1935,1986,3,1,11,12,2,0,3,4,1,4,4,3,5,626,6,0,501,1127,1,0,1,0,1236,872,0,2108,0,0,2,0,4,1,2,7,6,2,5,2,1935.0,3,2,540,5,5,2,0,0,0,0,90,0,3,4,1,0,6,2,8,4,12.367345048436393
1170,5,3,118.0,35760,1,1,0,3,1,0,15,2,2,0,5,10,4,1995,1996,3,1,6,6,1,325,2,2,2,0,4,1,2,1387,6,0,543,1930,1,0,1,0,1831,1796,0,3627,1,0,3,1,4,1,2,10,6,1,5,1,1995.0,0,3,807,5,5,2,361,76,0,0,0,0,3,4,1,0,6,0,8,4,13.34550852871726
1171,8,3,76.0,9880,1,1,3,3,4,0,11,2,2,0,7,6,5,1977,1977,1,1,9,10,2,0,3,4,1,4,4,0,0,522,6,0,574,1096,1,4,1,0,1118,0,0,1118,1,0,1,0,3,1,3,6,6,1,4,1,1977.0,0,1,358,5,5,2,203,0,0,0,0,576,2,0,1,0,6,2,8,4,12.049424683420913
1172,0,3,76.0,9120,1,1,3,3,4,0,12,2,2,0,2,6,5,1958,1958,3,1,8,8,2,0,3,4,1,4,4,3,0,662,6,0,599,1261,1,0,1,0,1261,0,0,1261,1,0,1,0,3,1,3,6,6,1,5,1,1958.0,2,2,433,5,5,2,0,0,0,0,288,0,3,4,3,1400,10,2,8,4,12.001511614739403
1173,12,1,35.0,4017,1,2,0,3,4,0,21,2,2,4,5,7,4,2006,2007,1,1,8,8,2,0,2,4,2,2,4,3,6,0,6,0,625,625,1,0,1,0,625,625,0,1250,0,0,2,1,2,1,2,5,6,0,3,5,2006.0,0,2,625,5,5,2,0,54,0,0,0,0,3,4,1,0,2,2,8,4,12.05467400868968
1174,4,3,138.0,18030,1,1,0,0,4,0,4,2,2,0,0,5,5,1946,1994,1,1,8,8,2,0,3,4,1,4,4,3,5,152,1,469,977,1598,1,4,1,0,1636,971,479,3086,0,0,3,0,3,1,0,12,0,1,2,6,0.0,1,0,0,3,3,2,122,0,0,0,0,0,3,2,1,0,2,1,8,4,12.208574513247495
1175,6,3,80.0,16560,1,1,0,3,4,0,6,2,2,0,5,6,7,1932,1950,1,1,13,14,2,0,3,4,0,2,4,3,5,503,6,0,449,952,1,4,1,0,1170,1175,0,2345,0,0,2,1,4,1,3,9,6,1,2,5,1932.0,3,2,360,5,5,2,0,0,0,0,0,0,3,4,1,0,6,0,8,4,12.384223015005311
1176,4,3,85.0,10678,1,1,3,3,4,0,15,2,2,0,0,8,4,1992,2000,3,1,6,6,1,215,2,4,2,2,4,3,2,700,6,0,983,1683,1,0,1,0,2129,743,0,2872,0,0,2,1,4,1,2,9,6,1,5,1,1992.0,0,2,541,5,5,2,0,33,0,0,0,0,3,4,1,0,3,1,8,4,12.560247968016563
1177,0,3,37.0,6951,1,1,0,3,1,0,11,2,2,0,2,5,4,1984,1985,1,1,6,10,2,0,3,4,1,4,4,3,0,658,6,0,218,876,1,4,1,0,923,0,0,923,1,0,1,0,3,1,3,5,6,0,3,1,1984.0,3,1,264,5,5,2,362,0,0,0,0,0,3,2,1,0,9,2,8,4,11.691080018519528
1178,4,4,60.0,3950,1,0,3,0,4,0,17,0,2,0,0,6,7,1926,2004,1,1,8,8,2,0,3,4,1,4,4,3,5,468,6,0,350,818,1,4,1,0,818,406,0,1224,0,0,1,0,3,1,3,5,6,0,3,5,1926.0,3,1,210,5,5,0,0,0,116,0,0,0,3,4,1,0,11,3,8,4,11.652696102959752
1179,4,3,54.0,7681,1,1,0,3,2,0,6,2,2,0,0,5,5,1921,1950,1,1,13,14,2,0,3,4,0,4,4,3,6,0,6,0,731,731,1,0,1,0,820,523,0,1343,0,0,1,1,3,1,3,7,6,1,2,5,1921.0,3,1,186,1,5,2,192,0,102,0,0,0,3,4,1,0,6,3,8,4,11.950541482162045
1180,0,3,77.0,8335,1,1,3,3,0,0,7,2,2,0,2,5,4,1954,1954,1,1,13,14,2,0,3,4,3,3,2,4,4,0,4,0,0,0,1,2,1,0,1124,0,0,1124,0,0,1,0,3,1,3,5,3,1,2,6,0.0,1,0,0,3,3,0,0,36,190,0,0,0,3,4,1,0,3,0,8,4,11.440365524765756
1181,5,3,85.0,11170,1,1,1,3,0,0,23,2,2,0,5,7,4,1990,1991,1,1,8,8,2,0,3,4,5,2,4,3,3,1216,6,0,0,1216,1,0,1,0,1298,1216,0,2514,0,0,2,1,4,1,3,8,6,0,3,1,1990.0,0,2,693,5,5,2,0,0,0,0,0,0,3,0,1,0,3,0,8,4,12.429220196836386
1182,11,4,64.0,5587,1,1,0,1,4,1,6,2,2,4,2,8,4,2008,2008,3,1,5,5,3,123,0,4,2,0,4,1,2,1480,6,0,120,1600,1,0,1,0,1652,0,0,1652,1,1,2,0,2,1,2,5,6,1,2,1,2008.0,0,2,482,5,5,2,162,53,0,153,0,0,3,4,1,0,10,2,6,5,12.880294363972054
1183,5,3,160.0,15623,1,1,0,3,0,0,15,2,2,0,5,10,4,1996,1996,3,1,13,7,2,0,2,4,2,0,4,0,2,2096,6,0,300,2396,1,0,1,0,2411,2065,0,4476,1,0,3,1,4,1,0,10,6,2,5,1,1996.0,0,3,813,5,5,2,171,78,0,0,0,555,0,2,1,0,6,1,8,0,13.521140839642674
1184,1,3,60.0,10800,1,0,3,3,4,0,17,2,2,0,2,5,5,1920,1950,3,1,11,12,2,0,3,4,0,4,4,3,5,821,6,0,299,1120,1,0,1,0,1130,0,0,1130,1,0,1,0,2,1,3,5,6,1,2,5,1970.0,3,2,720,5,5,2,229,0,0,0,0,0,3,4,1,0,5,0,8,4,11.695255355062795
1185,0,3,50.0,35133,0,1,3,3,4,1,23,2,2,0,2,5,3,1963,1963,3,1,8,8,1,148,3,4,1,4,4,1,5,1159,6,0,413,1572,1,2,1,0,1572,0,0,1572,1,0,1,1,3,1,3,5,6,2,5,0,1963.0,2,3,995,5,5,2,0,263,0,0,263,0,3,4,1,0,4,1,8,4,12.137263685701866
1186,4,3,60.0,9738,1,1,3,3,4,0,7,2,2,0,0,5,6,1924,1950,1,1,0,0,2,0,3,2,0,4,4,3,1,392,6,0,392,784,1,2,1,0,949,272,0,1221,1,0,1,0,4,1,3,7,6,0,3,1,1965.0,3,1,392,5,5,2,0,0,236,0,0,0,3,4,1,0,2,0,8,4,11.560772327227413
1187,14,3,107.0,10615,1,1,0,0,0,1,17,0,0,1,5,3,4,1900,1970,1,1,6,6,2,0,3,4,1,1,4,2,1,440,6,0,538,978,1,4,1,0,1014,685,0,1699,1,0,2,0,3,2,3,7,6,0,3,4,1920.0,3,2,420,1,1,2,0,74,0,0,0,0,3,4,1,0,7,3,8,0,11.461642696843064
1188,0,3,89.0,12461,1,1,3,3,0,0,15,2,2,0,2,8,4,1994,1995,1,1,7,7,2,0,2,4,2,2,4,3,2,1456,6,0,168,1624,1,0,1,0,1624,0,0,1624,1,0,2,0,2,1,2,5,6,1,1,1,1994.0,2,3,757,5,5,2,0,114,192,0,0,0,3,0,1,0,6,0,8,4,12.476103599529846
